LECROYWS4054HD,18796,Waveform
Segments,1,SegmentSize,5002
Segment,TrigTime,TimeSinceSegment1
#1,12-Sep-2025 11:41:15,0                 
Time,Ampl
-4.00396e-007,0.0005291079
-3.99996e-007,0.00147026
-3.99596e-007,0.002176123
-3.99196e-007,0.003117275
-3.98796e-007,0.002176123
-3.98396e-007,-0.0004120437
-3.97996e-007,-0.003235499
-3.97596e-007,-0.003235499
-3.97196e-007,-0.001588483
-3.96796e-007,0.001705548
-3.96396e-007,0.003823139
-3.95996e-007,0.003587851
-3.95596e-007,0.003352563
-3.95196e-007,0.002176123
-3.94796e-007,0.0009996838
-3.94396e-007,-0.0004120437
-3.93996e-007,-0.001823771
-3.93596e-007,-0.002059059
-3.93196e-007,-0.0006473316
-3.92796e-007,0.002646699
-3.92396e-007,0.004058427
-3.91996e-007,0.004058427
-3.91596e-007,0.002881987
-3.91196e-007,0.00147026
-3.90796e-007,0.00147026
-3.90396e-007,0.002176123
-3.89996e-007,0.001234972
-3.89596e-007,-0.0004120437
-3.89196e-007,-0.002294347
-3.88796e-007,-0.003706075
-3.88396e-007,-0.002294347
-3.87996e-007,0.00029382
-3.87596e-007,0.001940835
-3.87196e-007,0.003587851
-3.86796e-007,0.003823139
-3.86396e-007,0.001940835
-3.85996e-007,-0.0001767558
-3.85596e-007,-0.001823771
-3.85196e-007,-0.002529635
-3.84796e-007,-0.001588483
-3.84396e-007,-0.0004120437
-3.83996e-007,-0.0001767558
-3.83596e-007,-0.0006473316
-3.83196e-007,-0.002059059
-3.82796e-007,-0.0008826196
-3.82396e-007,0.001940835
-3.81996e-007,0.003352563
-3.81596e-007,0.003587851
-3.81196e-007,0.00147026
-3.80796e-007,-0.0006473316
-3.80396e-007,-0.001588483
-3.79996e-007,-0.0006473316
-3.79596e-007,0.001234972
-3.79196e-007,0.002646699
-3.78796e-007,0.002411411
-3.78396e-007,0.00029382
-3.77996e-007,-0.001117907
-3.77596e-007,-0.001117907
-3.77196e-007,0.0007643959
-3.76796e-007,0.002411411
-3.76396e-007,0.001705548
-3.75996e-007,0.001234972
-3.75596e-007,0.001234972
-3.75196e-007,0.0005291079
-3.74796e-007,-0.0004120437
-3.74396e-007,-0.001823771
-3.73996e-007,-0.002059059
-3.73596e-007,-0.0006473316
-3.73196e-007,0.0005291079
-3.72796e-007,0.001705548
-3.72396e-007,0.001705548
-3.71996e-007,0.0009996838
-3.71596e-007,0.0007643959
-3.71196e-007,-0.0001767558
-3.70796e-007,-0.0008826196
-3.70396e-007,-0.001588483
-3.69996e-007,-0.001353195
-3.69596e-007,-0.0004120437
-3.69196e-007,-0.001117907
-3.68796e-007,-0.001823771
-3.68396e-007,-0.002529635
-3.67996e-007,-0.001588483
-3.67596e-007,0.0007643959
-3.67196e-007,0.002646699
-3.66796e-007,0.00147026
-3.66396e-007,0.0007643959
-3.65996e-007,0.0007643959
-3.65596e-007,5.85321e-005
-3.65196e-007,0.00147026
-3.64796e-007,0.001705548
-3.64396e-007,0.00029382
-3.63996e-007,-0.0001767558
-3.63596e-007,-0.0004120437
-3.63196e-007,-0.0008826196
-3.62796e-007,-0.0006473316
-3.62396e-007,0.00029382
-3.61996e-007,0.0009996838
-3.61596e-007,0.00029382
-3.61196e-007,0.00029382
-3.60796e-007,0.0005291079
-3.60396e-007,0.001705548
-3.59996e-007,0.003823139
-3.59596e-007,0.005470154
-3.59196e-007,0.003352563
-3.58796e-007,-0.001823771
-3.58396e-007,-0.006058954
-3.57996e-007,-0.006764817
-3.57596e-007,-0.002294347
-3.57196e-007,0.003587851
-3.56796e-007,0.006411306
-3.56396e-007,0.003823139
-3.55996e-007,-0.001823771
-3.55596e-007,-0.00417665
-3.55196e-007,-0.002294347
-3.54796e-007,0.00147026
-3.54396e-007,0.003823139
-3.53996e-007,0.001705548
-3.53596e-007,-0.001588483
-3.53196e-007,-0.002764923
-3.52796e-007,-0.002059059
-3.52396e-007,0.0009996838
-3.51996e-007,0.003823139
-3.51596e-007,0.003352563
-3.51196e-007,0.002411411
-3.50796e-007,0.001940835
-3.50396e-007,0.001940835
-3.49996e-007,0.001234972
-3.49596e-007,0.00029382
-3.49196e-007,5.85321e-005
-3.48796e-007,0.0005291079
-3.48396e-007,0.001705548
-3.47996e-007,0.002646699
-3.47596e-007,0.002176123
-3.47196e-007,0.0009996838
-3.46796e-007,-0.0001767558
-3.46396e-007,-0.0008826196
-3.45996e-007,-0.001117907
-3.45596e-007,5.85321e-005
-3.45196e-007,0.0007643959
-3.44796e-007,0.0005291079
-3.44396e-007,0.0005291079
-3.43996e-007,0.001234972
-3.43596e-007,0.0007643959
-3.43196e-007,0.001234972
-3.42796e-007,0.001234972
-3.42396e-007,0.00029382
-3.41996e-007,-0.002059059
-3.41596e-007,-0.002764923
-3.41196e-007,-0.002294347
-3.40796e-007,-0.0001767558
-3.40396e-007,0.003352563
-3.39996e-007,0.004999578
-3.39596e-007,0.004529003
-3.39196e-007,0.0009996838
-3.38796e-007,-0.003000211
-3.38396e-007,-0.003941362
-3.37996e-007,-0.0008826196
-3.37596e-007,0.00147026
-3.37196e-007,0.001705548
-3.36796e-007,5.85321e-005
-3.36396e-007,-0.001588483
-3.35996e-007,-0.001353195
-3.35596e-007,5.85321e-005
-3.35196e-007,0.0007643959
-3.34796e-007,-0.0006473316
-3.34396e-007,-0.001588483
-3.33996e-007,0.00029382
-3.33596e-007,0.00147026
-3.33196e-007,0.00147026
-3.32796e-007,0.00029382
-3.32396e-007,-0.002059059
-3.31996e-007,-0.003470787
-3.31596e-007,-0.002294347
-3.31196e-007,0.0005291079
-3.30796e-007,0.00147026
-3.30396e-007,0.001940835
-3.29996e-007,0.002411411
-3.29596e-007,0.002176123
-3.29196e-007,0.001234972
-3.28796e-007,-0.0004120437
-3.28396e-007,-0.003235499
-3.27996e-007,-0.003941362
-3.27596e-007,-0.0004120437
-3.27196e-007,0.003352563
-3.26796e-007,0.004293715
-3.26396e-007,0.00147026
-3.25996e-007,-0.001823771
-3.25596e-007,-0.002764923
-3.25196e-007,-0.001117907
-3.24796e-007,0.001705548
-3.24396e-007,0.00029382
-3.23996e-007,-0.002764923
-3.23596e-007,-0.003706075
-3.23196e-007,-0.0008826196
-3.22796e-007,0.004529003
-3.22396e-007,0.006881882
-3.21996e-007,0.003587851
-3.21596e-007,-0.0004120437
-3.21196e-007,-0.001353195
-3.20796e-007,5.85321e-005
-3.20396e-007,0.003117275
-3.19996e-007,0.002881987
-3.19596e-007,-0.0001767558
-3.19196e-007,-0.002294347
-3.18796e-007,-0.003235499
-3.18396e-007,-0.0006473316
-3.17996e-007,0.002646699
-3.17596e-007,0.002411411
-3.17196e-007,0.0009996838
-3.16796e-007,-0.0006473316
-3.16396e-007,-0.001353195
-3.15996e-007,5.85321e-005
-3.15596e-007,0.0005291079
-3.15196e-007,-0.0004120437
-3.14796e-007,0.00029382
-3.14396e-007,0.0007643959
-3.13996e-007,0.001705548
-3.13596e-007,0.002411411
-3.13196e-007,0.001940835
-3.12796e-007,0.001940835
-3.12396e-007,0.002411411
-3.11996e-007,0.002176123
-3.11596e-007,0.00147026
-3.11196e-007,0.0005291079
-3.10796e-007,-0.001588483
-3.10396e-007,-0.002529635
-3.09996e-007,-0.001823771
-3.09596e-007,-0.0008826196
-3.09196e-007,0.00029382
-3.08796e-007,0.0009996838
-3.08396e-007,0.00147026
-3.07996e-007,0.001940835
-3.07596e-007,0.002411411
-3.07196e-007,0.003117275
-3.06796e-007,0.002411411
-3.06396e-007,5.85321e-005
-3.05996e-007,-0.002764923
-3.05596e-007,-0.002764923
-3.05196e-007,-0.0001767558
-3.04796e-007,0.003587851
-3.04396e-007,0.004529003
-3.03996e-007,0.002646699
-3.03596e-007,-0.001117907
-3.03196e-007,-0.003000211
-3.02796e-007,-0.002059059
-3.02396e-007,5.85321e-005
-3.01996e-007,0.0009996838
-3.01596e-007,-0.002294347
-3.01196e-007,-0.003706075
-3.00796e-007,-0.001823771
-3.00396e-007,0.001705548
-2.99996e-007,0.004529003
-2.99596e-007,0.00476429
-2.99196e-007,0.002411411
-2.98796e-007,5.85321e-005
-2.98396e-007,-0.001588483
-2.97996e-007,-0.002529635
-2.97596e-007,-0.001117907
-2.97196e-007,0.0005291079
-2.96796e-007,0.002411411
-2.96396e-007,0.003117275
-2.95996e-007,0.0009996838
-2.95596e-007,-0.002059059
-2.95196e-007,-0.002529635
-2.94796e-007,-0.0001767558
-2.94396e-007,0.003587851
-2.93996e-007,0.004999578
-2.93596e-007,0.002411411
-2.93196e-007,-0.001588483
-2.92796e-007,-0.004647226
-2.92396e-007,-0.005117802
-2.91996e-007,-0.003000211
-2.91596e-007,0.0007643959
-2.91196e-007,0.003117275
-2.90796e-007,0.003117275
-2.90396e-007,0.003117275
-2.89996e-007,0.001940835
-2.89596e-007,0.001705548
-2.89196e-007,0.002176123
-2.88796e-007,0.003352563
-2.88396e-007,0.003823139
-2.87996e-007,0.002411411
-2.87596e-007,-0.0004120437
-2.87196e-007,-0.001588483
-2.86796e-007,5.85321e-005
-2.86396e-007,0.002176123
-2.85996e-007,0.002646699
-2.85596e-007,5.85321e-005
-2.85196e-007,-0.003470787
-2.84796e-007,-0.003941362
-2.84396e-007,-0.0008826196
-2.83996e-007,0.003117275
-2.83596e-007,0.004293715
-2.83196e-007,0.001705548
-2.82796e-007,-0.001353195
-2.82396e-007,-0.002294347
-2.81996e-007,-0.0006473316
-2.81596e-007,0.001234972
-2.81196e-007,0.002176123
-2.80796e-007,0.0005291079
-2.80396e-007,-0.0006473316
-2.79996e-007,-0.0006473316
-2.79596e-007,5.85321e-005
-2.79196e-007,0.0009996838
-2.78796e-007,0.001705548
-2.78396e-007,0.00147026
-2.77996e-007,0.00147026
-2.77596e-007,0.002411411
-2.77196e-007,0.003117275
-2.76796e-007,0.002411411
-2.76396e-007,0.00029382
-2.75996e-007,-0.001823771
-2.75596e-007,-0.002529635
-2.75196e-007,-0.001353195
-2.74796e-007,-0.0006473316
-2.74396e-007,5.85321e-005
-2.73996e-007,0.0005291079
-2.73596e-007,0.00029382
-2.73196e-007,5.85321e-005
-2.72796e-007,-0.0001767558
-2.72396e-007,-0.001353195
-2.71996e-007,-0.001588483
-2.71596e-007,5.85321e-005
-2.71196e-007,0.002176123
-2.70796e-007,0.004529003
-2.70396e-007,0.005470154
-2.69996e-007,0.003587851
-2.69596e-007,-0.0001767558
-2.69196e-007,-0.003470787
-2.68796e-007,-0.003706075
-2.68396e-007,-0.001823771
-2.67996e-007,0.00147026
-2.67596e-007,0.003117275
-2.67196e-007,0.00147026
-2.66796e-007,-0.001353195
-2.66396e-007,-0.002529635
-2.65996e-007,-0.0006473316
-2.65596e-007,0.002646699
-2.65196e-007,0.003823139
-2.64796e-007,0.004058427
-2.64396e-007,0.002411411
-2.63996e-007,5.85321e-005
-2.63596e-007,-0.0001767558
-2.63196e-007,0.0009996838
-2.62796e-007,0.002881987
-2.62396e-007,0.002646699
-2.61996e-007,-0.0006473316
-2.61596e-007,-0.003235499
-2.61196e-007,-0.002764923
-2.60796e-007,-0.0001767558
-2.60396e-007,0.002176123
-2.59996e-007,0.003117275
-2.59596e-007,0.002176123
-2.59196e-007,0.0009996838
-2.58796e-007,5.85321e-005
-2.58396e-007,-0.0001767558
-2.57996e-007,-0.0004120437
-2.57596e-007,-0.0001767558
-2.57196e-007,-0.0004120437
-2.56796e-007,0.0007643959
-2.56396e-007,0.002646699
-2.55996e-007,0.002411411
-2.55596e-007,0.001705548
-2.55196e-007,0.0007643959
-2.54796e-007,-0.0008826196
-2.54396e-007,-0.0001767558
-2.53996e-007,0.0005291079
-2.53596e-007,0.0009996838
-2.53196e-007,0.001234972
-2.52796e-007,0.0007643959
-2.52396e-007,0.00147026
-2.51996e-007,0.00147026
-2.51596e-007,-0.0006473316
-2.51196e-007,-0.001117907
-2.50796e-007,-0.001353195
-2.50396e-007,-0.001117907
-2.49996e-007,0.0005291079
-2.49596e-007,0.002176123
